arm,d,R,seed,method,blocks_1e-3,final_gap,sup_w2sq,mom_overhead_pct,spectral_gap,mono_violation,max_map_defect,slope_std,slope_acc
control-bimodal,1,4,13,acc,-1,0.637375743730916,34.460254942455805,1.798232214507164,,0.0,1.4227776438107115e-16,,
control-bimodal,1,4,14,std,-1,0.6860127728198027,35.072882474594074,0.0,9.867435460741336e-07,,,,
control-bimodal,1,4,14,acc,-1,0.6860127728214918,35.072882474594074,2.390798864065969,,0.0,2.1172583473108218e-16,,
control-bimodal,1,4,15,std,-1,0.6031564888207026,30.786666168121474,0.0,9.487862829374397e-07,,,,
control-bimodal,1,4,15,acc,-1,0.6031564888255194,30.786666168121474,1.7517423208040146,,0.0,1.4222678552942135e-16,,
control-bimodal,1,4,16,std,-1,0.6283514560811707,29.373497517019782,0.0,5.579120622793881e-07,,,,
control-bimodal,1,4,16,acc,-1,0.6283514560814163,29.373497517019782,1.7949714331777793,,0.0,2.1179884216152061e-16,,
control-bimodal,1,4,17,std,-1,0.6951078822125645,35.8005330746829,0.0,9.645555775061286e-07,,,,
control-bimodal,1,4,17,acc,-1,0.6951078822125647,35.8005330746829,3.4527641619134815,,0.0,1.4191768504120474e-16,,
control-bimodal,1,4,18,std,-1,0.5158654051371983,24.971637793810046,0.0,5.475915625345275e-07,,,,
control-bimodal,1,4,18,acc,-1,0.5158654051384115,25.159597793292434,2.2439307777515816,,0.0,1.4217438750906934e-16,,
control-bimodal,1,4,19,std,-1,0.4859590240496199,24.407938864742487,0.0,6.976570463183117e-07,,,,
control-bimodal,1,4,19,acc,-1,0.48595902405082847,24.55510095534892,1.8231480039861203,,0.0,1.4231946599370433e-16,,
control-bimodal,1,4,20,std,-1,0.5221234736214215,24.816148787107398,0.0,5.736968438516309e-08,,,,
control-bimodal,1,4,20,acc,-1,0.5221234736214739,25.138337866460624,1.758319490969403,,0.0,1.420075160377593e-16,,
control-bimodal,1,4,21,std,-1,0.6517215989675054,33.342103302890756,0.0,9.91441552716841e-07,,,,
control-bimodal,1,4,21,acc,-1,0.6517215989710605,33.342103302890756,1.6374583101888156,,0.0,1.4211993389848898e-16,,
control-bimodal,1,4,22,std,-1,0.6071906585855551,26.759268795972453,0.0,nan,,,,
control-bimodal,1,4,22,acc,-1,0.607190658586866,26.903379409160745,1.8621944435229154,,0.0,1.418254920480211e-16,,
control-bimodal,1,4,23,std,-1,0.6283514560811743,31.36180419497654,0.0,8.548104253262313e-07,,,,
control-bimodal,1,4,23,acc,-1,0.6283514560817212,31.36180419497654,1.8478735438450613,,0.0,1.4212338240421e-16,,
control-bimodal,1,4,24,std,-1,0.5550536807095019,25.617721324956793,0.0,5.630687299782855e-08,,,,
control-bimodal,1,4,24,acc,-1,0.555053680710593,25.874144679838547,1.6198439186953137,,0.0,1.4195938131710227e-16,,
control-bimodal,1,4,25,std,-1,0.5837862794968027,26.112846770316395,0.0,nan,,,,
control-bimodal,1,4,25,acc,-1,0.5837862794979582,26.412861963705815,1.780137468699538,,0.0,1.4169023601035145e-16,,
control-bimodal,1,4,26,std,-1,0.6373757437307064,28.477907010913505,0.0,7.59709786138064e-08,,,,
control-bimodal,1,4,26,acc,-1,0.6373757437362266,28.477907010913505,1.7836898233697644,,0.0,2.1178554067921489e-16,,
control-bimodal,1,4,27,std,-1,0.6731711856496418,32.43199858106185,0.0,7.097924150360319e-07,,,,
control-bimodal,1,4,27,acc,-1,0.6731711856501326,32.43199858106185,1.9200151652446904,,0.0,1.4194237164931978e-16,,
control-bimodal,1,4,28,std,-1,0.6328167969923106,34.10168490326705,0.0,1.26761667496569e-06,,,,
control-bimodal,1,4,28,acc,-1,0.632816796997117,34.10168490326705,1.7896980694393994,,0.0,1.4229066189233773e-16,,
control-bimodal,1,4,29,std,-1,0.38604102009637353,21.197545882006548,0.0,4.845940201816616e-07,,,,
control-bimodal,1,4,29,acc,-1,0.3860410200969693,21.523906418043072,1.9305840443565563,,0.0,1.4216558494629376e-16,,
control-bimodal,1,4,30,std,-1,0.5066597334526781,24.423641444780866,0.0,5.439870845074435e-08,,,,
control-bimodal,1,4,30,acc,-1,0.5066597334539407,24.763006192705383,1.9777945364623137,,0.0,1.4199783818861346e-16,,
control-bimodal,1,4,31,std,-1,0.6951078822125645,37.19228711804858,0.0,1.0853333731032483e-06,,,,
control-bimodal,1,4,31,acc,-1,0.6951078822125658,37.19228711804858,3.7249114706148108,,0.0,1.4189824151367744e-16,,
control-bimodal,1,4,32,std,-1,0.43186381952160846,22.5014727244718,0.0,4.282193856691926e-07,,,,
control-bimodal,1,4,32,acc,-1,0.43186381953996933,22.84805872473668,2.162400667173923,,0.0,1.4214980223432448e-16,,
control-bimodal,1,4,33,std,-1,0.5655439919842831,26.308743743232764,0.0,4.910047225142016e-07,,,,
control-bimodal,1,4,33,acc,-1,0.5655439919844412,26.414955698817355,1.778033341954677,,0.0,1.4206169578378377e-16,,
control-bimodal,1,4,34,std,-1,0.28100215223692704,17.776973436765008,0.0,7.671900156875418e-07,,,,
control-bimodal,1,4,34,acc,-1,0.2810021522369781,18.09212604508634,2.03879061672705,,0.0,1.4255538383949401e-16,,
control-bimodal,1,4,35,std,-1,0.5482291694967918,25.48462767550614,0.0,6.185333358881213e-08,,,,
control-bimodal,1,4,35,acc,-1,0.5482291694973271,25.734733410649607,1.959915593489637,,0.0,1.4199425906994935e-16,,
control-bimodal,1,4,36,std,-1,0.485959024049623,23.9093424912604,0.0,5.5102746449816184e-08,,,,
control-bimodal,1,4,36,acc,-1,0.48595902406006464,24.246109780934173,2.0125356160653913,,0.0,1.419938662901042e-16,,
control-bimodal,1,4,37,std,-1,0.6283514560812093,31.52208044365104,0.0,8.817273859289365e-07,,,,
control-bimodal,1,4,37,acc,-1,0.6283514560832031,31.52208044365104,1.8629209511914095,,0.0,1.4213640958488114e-16,,
control-bimodal,1,4,38,std,-1,0.6328167969923228,28.303972963237367,0.0,7.562614645863522e-08,,,,
control-bimodal,1,4,38,acc,-1,0.6328167969926437,28.303972963237367,1.9367911741878776,,0.0,2.1179216599774463e-16,,
control-bimodal,1,4,39,std,-1,0.5913847632343645,27.64321945196277,0.0,5.321750449176575e-07,,,,
control-bimodal,1,4,39,acc,-1,0.5913847632351465,27.64321945196277,1.9733488693068033,,0.0,1.4204174381209508e-16,,
control-bimodal,1,4,40,std,-1,0.6283514560811694,31.96346633832319,0.0,9.453574099108991e-07,,,,
control-bimodal,1,4,40,acc,-1,0.6283514560813643,31.96346633832319,1.6660085443526387,,0.0,1.4216053267113224e-16,,
control-bimodal,1,4,41,std,-1,0.6517215989675014,36.609721002641585,0.0,1.4440569612404397e-06,,,,
control-bimodal,1,4,41,acc,-1,0.6517215989754932,36.609721002641585,1.8799531457313856,,0.0,2.1176549895390022e-16,,
control-bimodal,1,4,42,std,-1,0.667453464309139,33.641652213329166,0.0,9.069871055399125e-07,,,,
control-bimodal,1,4,42,acc,-1,0.667453464309935,33.641652213329166,1.8317738322931558,,0.0,2.1174569618400052e-16,,
control-bimodal,1,4,43,std,-1,0.6860127728198031,32.184442640406566,0.0,1.2846244930717606e-07,,,,
control-bimodal,1,4,43,acc,-1,0.6860127728201137,32.184442640406566,2.2542012746838207,,0.0,2.117258398802487e-16,,
control-bimodal,1,4,44,std,-1,0.5006376481885106,24.268028630529166,0.0,4.990927377844051e-08,,,,
control-bimodal,1,4,44,acc,-1,0.5006376481880788,24.589546536300073,2.0939786570767582,,0.0,1.4189048887191472e-16,,
control-bimodal,1,4,45,std,-1,0.6154440030851234,29.183886491453592,0.0,6.126501975821629e-07,,,,
control-bimodal,1,4,45,acc,-1,0.615444003090913,29.183886491453592,1.7963955529999882,,0.0,1.4203930380555956e-16,,
control-bimodal,1,4,46,std,-1,0.6951078822125647,37.224049039657984,0.0,1.092840264783814e-06,,,,
control-bimodal,1,4,46,acc,-1,0.6951078822125647,37.224049039657984,3.1640183842587972,,0.0,1.4190324927376807e-16,,
control-bimodal,1,4,47,std,-1,0.6239718173769309,32.04763708647839,0.0,9.96488094649294e-07,,,,
control-bimodal,1,4,47,acc,-1,0.623971817379382,32.04763708647839,1.7882489296087827,,0.0,1.4219657942163615e-16,,
control-bimodal,1,4,48,std,-1,0.5382261622833813,25.42815506235911,0.0,4.6365491849303866e-07,,,,
control-bimodal,1,4,48,acc,-1,0.5382261622844668,25.596773187477332,1.8794994212264802,,0.0,1.420860976258526e-16,,
control-bimodal,1,4,49,std,-1,0.5284835670896579,25.135506366632296,0.0,4.4723016098717424e-07,,,,
control-bimodal,1,4,49,acc,-1,0.5284835670921686,25.313347739174255,1.820219490739119,,0.0,1.42088223449601e-16,,
control-bimodal,1,8,0,std,-1,0.6862996837006243,119.16525454299845,0.0,1.0354117073662313e-06,,,,
control-bimodal,1,8,0,acc,-1,0.6862996837031372,121.78023187356477,2.3017264938115725,,0.0,2.5888364414283677e-16,,
control-bimodal,1,8,1,std,-1,0.642189418234663,116.79616825947429,0.0,1.5263908749333685e-06,,,,
control-bimodal,1,8,1,acc,-1,0.6421894182354138,120.03073218536883,1.7608363592490917,,0.0,2.5892324367402755e-16,,
control-bimodal,1,8,2,std,-1,0.6862996837006234,119.16525476068406,0.0,2.009249794931415e-06,,,,
control-bimodal,1,8,2,acc,-1,0.68629968371156,123.01632393604864,2.101117324412304,,0.0,2.588834339035023e-16,,
control-bimodal,1,8,3,std,-1,0.6621890024865804,117.96731540562506,0.0,2.5326565370675938e-06,,,,
control-bimodal,1,8,3,acc,-1,0.6621890024891497,122.28985251579984,1.500286644656538,,0.0,2.589033179116814e-16,,
control-bimodal,1,8,4,std,-1,0.6962640260437007,119.47503535640604,0.0,5.055846533119468e-07,,,,
control-bimodal,1,8,4,acc,-1,0.6962640260437007,121.24179997450109,3.616309457651906,,0.0,1.7326629866993937e-16,,
control-bimodal,1,8,5,std,-1,0.6795028721661216,118.86161013496852,0.0,8.286880902507258e-07,,,,
control-bimodal,1,8,5,acc,-1,0.6795028721711258,121.19644026553831,1.8965939088877193,,0.0,2.588884511454271e-16,,
control-bimodal,1,8,6,std,-1,0.6862996837006232,119.16525453378081,0.0,1.2876228105339633e-06,,,,
control-bimodal,1,8,6,acc,-1,0.6862996837061137,122.13759764780187,2.1692413530848156,,0.0,2.5888350516328616e-16,,
control-bimodal,1,8,7,std,-1,0.6676453371920565,118.26341121587961,0.0,1.227107738545068e-06,,,,
control-bimodal,1,8,7,acc,-1,0.6676453371922115,121.19120132703034,1.975436035448969,,0.0,2.5889838723558025e-16,,
control-bimodal,1,8,8,std,-1,0.5953721148384632,113.6426338345897,0.0,2.0647553477917785e-06,,,,
control-bimodal,1,8,8,acc,-1,0.5953721148393725,117.30155931415479,1.7329608533376977,,0.0,2.58978257135894e-16,,
control-bimodal,1,8,9,std,-1,0.6962640260437003,119.47503544804904,0.0,5.55429688575664e-07,,,,
control-bimodal,1,8,9,acc,-1,0.6962640260437007,121.36085848268276,3.3098933688627215,,0.0,1.7336707621299464e-16,,
control-bimodal,1,8,10,std,-1,0.6962640260437007,119.47503529864218,0.0,8.181271650243785e-08,,,,
control-bimodal,1,8,10,acc,-1,0.6962640260437005,121.04461444164816,3.4114763737126417,,0.0,1.7322632970707494e-16,,
control-bimodal,1,8,11,std,-1,0.6241065428712012,115.64019722515494,0.0,2.5053849277822568e-06,,,,
control-bimodal,1,8,11,acc,-1,0.6241065428762644,119.81129780846584,1.6009937702120127,,0.0,2.58943044685546e-16,,
control-bimodal,1,8,12,std,-1,0.5764732351359583,112.23105622038736,0.0,2.2968005769027776e-06,,,,
control-bimodal,1,8,12,acc,-1,0.5764732351791713,116.02866979519123,1.6930872310782772,,0.0,2.590035399839271e-16,,
control-bimodal,1,8,13,std,-1,0.6795028721650114,118.86161028383513,0.0,7.424277329449613e-07,,,,
control-bimodal,1,8,13,acc,-1,0.679502872174429,121.02964129450518,1.8488424864817574,,0.0,2.588884888672586e-16,,
control-bimodal,1,8,14,std,-1,0.6962640260437025,119.47503533420401,0.0,6.432482791515406e-07,,,,
control-bimodal,1,8,14,acc,-1,0.6962640260437272,121.52540096226936,3.2082985995578484,,0.0,1.7343394499187036e-16,,
control-bimodal,1,8,15,std,-1,0.6676453371928486,118.26341051985234,0.0,1.0583877384596328e-06,,,,
control-bimodal,1,8,15,acc,-1,0.6676453371928133,120.93013730378226,1.6763922886649842,,0.0,2.5889834131435703e-16,,
control-bimodal,1,8,16,std,-1,0.6862996837006234,119.16525479468086,0.0,1.2346318755209747e-06,,,,
control-bimodal,1,8,16,acc,-1,0.6862996837034754,122.08875868888927,1.9612557210193893,,0.0,2.588834259712375e-16,,
control-bimodal,1,8,17,std,-1,0.6962640260437007,119.47503551568775,0.0,5.694668336825155e-07,,,,
control-bimodal,1,8,17,acc,-1,0.6962640260437016,121.37925730724221,3.714914032786547,,0.0,1.733972806544753e-16,,
control-bimodal,1,8,18,std,-1,0.6569485335035927,117.67273127518241,0.0,1.7448252811076443e-06,,,,
control-bimodal,1,8,18,acc,-1,0.6569485335026455,121.19930350381824,1.5940788513468878,,0.0,2.5890869321239764e-16,,
control-bimodal,1,8,19,std,-1,0.6241065428708503,115.64019860849469,0.0,1.7699750250986882e-06,,,,
control-bimodal,1,8,19,acc,-1,0.6241065428756103,119.0876617842492,1.6617902351473148,,0.0,2.5894311903673093e-16,,
control-bimodal,1,8,20,std,-1,0.6569485335021488,117.67273132649136,0.0,2.0227137849220565e-06,,,,
control-bimodal,1,8,20,acc,-1,0.6569485335181697,121.4555456052969,1.151717046733684,,0.0,2.589081820020723e-16,,
control-bimodal,1,8,21,std,-1,0.6795028721650922,118.86161134348393,0.0,8.132824386151865e-07,,,,
control-bimodal,1,8,21,acc,-1,0.6795028721679623,121.16613131754755,1.8418892729198193,,0.0,2.588883085663492e-16,,
control-bimodal,1,8,22,std,-1,0.6862996837006234,119.165254698587,0.0,1.7100678721585134e-06,,,,
control-bimodal,1,8,22,acc,-1,0.6862996837529074,122.62505787240626,2.011941461487992,,0.0,2.588835356770309e-16,,
control-bimodal,1,8,23,std,-1,0.6862996837006317,119.165253641716,0.0,9.950328990533116e-07,,,,
control-bimodal,1,8,23,acc,-1,0.6862996837099691,121.78710843193141,1.7146728032769494,,0.0,2.5888341715109585e-16,,
control-bimodal,1,8,24,std,-1,0.6733789736206719,118.56133614307038,0.0,1.8548279726778623e-06,,,,
control-bimodal,1,8,24,acc,-1,0.6733789736298821,122.20540560609983,1.7209222015784844,,0.0,2.588932682876072e-16,,
control-bimodal,1,8,25,std,-1,0.6862996837006392,119.16525352724214,0.0,2.255196787882984e-06,,,,
control-bimodal,1,8,25,acc,-1,0.6862996837007462,123.20141772639992,2.110454052241177,,0.0,2.588836076451187e-16,,
control-bimodal,1,8,26,std,-1,0.686299683700625,119.16525368418954,0.0,1.3856670902929842e-06,,,,
control-bimodal,1,8,26,acc,-1,0.6862996837007618,122.23445884344902,2.0559807458543835,,0.0,2.588835286575637e-16,,
control-bimodal,1,8,27,std,-1,0.6862996837006234,119.1652539133719,0.0,9.071775695845058e-07,,,,
control-bimodal,1,8,27,acc,-1,0.6862996837056643,121.6055025826796,2.023085544015844,,0.0,2.588834848752626e-16,,
control-bimodal,1,8,28,std,-1,0.6795028721649616,118.86161195149884,0.0,7.734128609394192e-07,,,,
control-bimodal,1,8,28,acc,-1,0.6795028721841665,121.08740987762789,1.9848155663536549,,0.0,2.58888638448476e-16,,
control-bimodal,1,8,29,std,-1,0.6114107234823596,114.78064580574025,0.0,2.7544284977731774e-06,,,,
control-bimodal,1,8,29,acc,-1,0.611410723483039,119.15545302849819,1.6239353659569629,,0.0,2.5895806676069097e-16,,
control-bimodal,1,8,30,std,-1,0.6518851243824966,117.37944459409843,0.0,2.1486350036287247e-06,,,,
control-bimodal,1,8,30,acc,-1,0.6518851244013861,121.2727996368946,1.5299378954448812,,0.0,2.589131537999201e-16,,
control-bimodal,1,8,31,std,-1,0.6962640260437005,119.47503540310946,0.0,9.937363640013143e-08,,,,
control-bimodal,1,8,31,acc,-1,0.6962640260437105,121.14608001669083,3.4158616591954782,,0.0,1.7329803345371036e-16,,
control-bimodal,1,8,32,std,-1,0.6241065428709793,115.6401979722892,0.0,2.4229538698586248e-06,,,,
control-bimodal,1,8,32,acc,-1,0.6241065428733434,119.74433205568097,1.5346140979646323,,0.0,2.5894356736040783e-16,,
control-bimodal,1,8,33,std,-1,0.679502872164963,118.86161353428763,0.0,1.5771565386717577e-06,,,,
control-bimodal,1,8,33,acc,-1,0.6795028721821643,122.23848617957255,1.889961944621101,,0.0,2.5888848320853734e-16,,
control-bimodal,1,8,34,std,-1,0.5159490489860228,107.22679419556178,0.0,3.1243904593451726e-06,,,,
control-bimodal,1,8,34,acc,-1,0.5159490489865874,111.46222369546521,1.9850479118035833,,0.0,2.59095553599833e-16,,
control-bimodal,1,8,35,std,-1,0.6676453371922337,118.26340985232066,0.0,1.8498532684922987e-06,,,,
control-bimodal,1,8,35,acc,-1,0.6676453372834663,121.89176461467818,1.8145667338139697,,0.0,2.588986327873849e-16,,
control-bimodal,1,8,36,std,-1,0.6676453371924695,118.26341042022952,0.0,2.2736731346566637e-06,,,,
control-bimodal,1,8,36,acc,-1,0.667645337199887,122.37302225462142,1.582878741125756,,0.0,2.5889837975772343e-16,,
control-bimodal,1,8,37,std,-1,0.6862996837006228,119.16525456037074,0.0,9.789242635499396e-07,,,,
control-bimodal,1,8,37,acc,-1,0.686299683705951,121.76479731051784,2.0799594045206113,,0.0,2.588834225800942e-16,,
control-bimodal,1,8,38,std,-1,0.6862996837006234,119.16525468090835,0.0,1.4032137321566793e-06,,,,
control-bimodal,1,8,38,acc,-1,0.6862996837008211,122.26104928558986,2.0181026747364967,,0.0,2.5888365127651284e-16,,
control-bimodal,1,8,39,std,-1,0.6795028721650862,118.86161080144093,0.0,1.424029619506688e-06,,,,
control-bimodal,1,8,39,acc,-1,0.6795028721661067,122.03485476172116,2.01834457986505,,0.0,2.588883170509033e-16,,
control-bimodal,1,8,40,std,-1,0.679502872164989,118.86161331038991,0.0,9.387218565985859e-07,,,,
control-bimodal,1,8,40,acc,-1,0.6795028721652285,121.37732313098547,1.9141062952350685,,0.0,2.588884664950368e-16,,
control-bimodal,1,8,41,std,-1,0.6862996837006241,119.16525474574715,0.0,5.790543708816694e-07,,,,
control-bimodal,1,8,41,acc,-1,0.6862996837051447,121.01564000612137,2.1969134607215195,,0.0,2.588834817368342e-16,,
control-bimodal,1,8,42,std,-1,0.6862996837006234,119.1652537833702,0.0,7.777481523263224e-07,,,,
control-bimodal,1,8,42,acc,-1,0.6862996837549993,121.42268869774875,2.0959722580341626,,0.0,2.588836726456952e-16,,
control-bimodal,1,8,43,std,-1,0.6962640260437003,119.47503536805964,0.0,9.479978851180437e-07,,,,
control-bimodal,1,8,43,acc,-1,0.6962640260437003,121.946211499581,3.277726189876252,,0.0,1.7435130880129437e-16,,
control-bimodal,1,8,44,std,-1,0.6621890024862462,117.96731556811471,0.0,2.430126046917597e-06,,,,
control-bimodal,1,8,44,acc,-1,0.6621890024872563,122.17986039281504,1.4889821513436514,,0.0,2.589032373182117e-16,,
control-bimodal,1,8,45,std,-1,0.6862996837006345,119.16525205930346,0.0,1.2409387165188893e-06,,,,
control-bimodal,1,8,45,acc,-1,0.6862996837018644,122.11914463786374,2.1934004629096493,,0.0,2.5888345875921715e-16,,
control-bimodal,1,8,46,std,-1,0.6962640260437005,119.4750353568183,0.0,9.857097374802132e-08,,,,
control-bimodal,1,8,46,acc,-1,0.6962640260437007,121.14286809406174,3.5541620695559635,,0.0,1.7329502557768936e-16,,
control-bimodal,1,8,47,std,-1,0.6733789736200104,118.56133544170194,0.0,9.362283350165203e-07,,,,
control-bimodal,1,8,47,acc,-1,0.6733789736199445,121.0538567144299,1.7687704287040538,,0.0,2.5889330943355177e-16,,
control-bimodal,1,8,48,std,-1,0.6569485335028011,117.67273129259044,0.0,1.7534029361658474e-06,,,,
control-bimodal,1,8,48,acc,-1,0.6569485335121803,121.17489897990137,1.6922044712776774,,0.0,2.589084025396864e-16,,
control-bimodal,1,8,49,std,-1,0.6621890024860007,117.96731538476587,0.0,1.8121259196492347e-06,,,,
control-bimodal,1,8,49,acc,-1,0.6621890025060375,121.56556545608827,1.591944574989506,,0.0,2.5890318219691007e-16,,
control-bimodal,1,16,0,std,-1,0.6863905380481476,493.40136304228616,0.0,6.3762262211525356e-06,,,,
control-bimodal,1,16,0,acc,-1,0.6863905381065554,511.6665886798105,1.7394709643046562,,0.0,2.913268693346285e-16,,
control-bimodal,1,16,1,std,-1,0.6863905380481479,493.40136414887127,0.0,6.70958885500006e-06,,,,
control-bimodal,1,16,1,acc,-1,0.6863905381618167,513.2231171416032,1.6866228720280685,,0.0,2.9132709242827053e-16,,
control-bimodal,1,16,2,std,-1,0.6863905380481472,493.4013674274027,0.0,7.2724476107036e-06,,,,
control-bimodal,1,16,2,acc,-1,0.6863905380564097,514.1753003618402,1.6702179038544034,,0.0,2.9132744765392284e-16,,
control-bimodal,1,16,3,std,-1,0.6863905380481483,493.40136837226294,0.0,7.675424809598831e-06,,,,
control-bimodal,1,16,3,acc,-1,0.6863905380848268,515.2789172735722,1.6347577902640018,,0.0,2.9132786309353503e-16,,
control-bimodal,1,16,4,std,-1,0.6863905380481492,493.4013646428242,0.0,5.623572834523609e-06,,,,
control-bimodal,1,16,4,acc,-1,0.6863905380501327,509.9035237509464,1.8085184151891212,,0.0,2.913269030682694e-16,,
control-bimodal,1,16,5,std,-1,0.686390538048147,493.40136465399246,0.0,5.987197566269259e-06,,,,
control-bimodal,1,16,5,acc,-1,0.6863905380564193,511.13202989742604,1.5340628765456792,,0.0,2.913271058071805e-16,,
control-bimodal,1,16,6,std,-1,0.6863905380481501,493.40136206803595,0.0,6.6187780050433425e-06,,,,
control-bimodal,1,16,6,acc,-1,0.6863905380563167,512.39331251316,2.1445834068394234,,0.0,2.9132680800701705e-16,,
control-bimodal,1,16,7,std,-1,0.686390538048149,493.4013635400668,0.0,6.434020838363903e-06,,,,
control-bimodal,1,16,7,acc,-1,0.6863905380723134,512.4160035809372,1.9739759363674374,,0.0,2.913268960880301e-16,,
control-bimodal,1,16,8,std,-1,0.6863905380481548,493.40135900484006,0.0,7.147608137254453e-06,,,,
control-bimodal,1,16,8,acc,-1,0.6863905380517512,514.486041330309,1.89819589360131,,0.0,2.9144264322486104e-16,,
control-bimodal,1,16,9,std,-1,0.6971271713443088,494.5394055276448,0.0,5.751150294369114e-06,,,,
control-bimodal,1,16,9,acc,-1,0.697127171344313,511.3457593678752,3.3607152216267666,,0.0,2.0266180918995874e-16,,
control-bimodal,1,16,10,std,-1,0.6971271713443095,494.53940568345274,0.0,5.530247169607464e-06,,,,
control-bimodal,1,16,10,acc,-1,0.697127171344309,510.7003190410441,3.1368145055364383,,0.0,2.023941156121345e-16,,
control-bimodal,1,16,11,std,-1,0.6863905380481468,493.4013698961307,0.0,7.585043910944662e-06,,,,
control-bimodal,1,16,11,acc,-1,0.6863905380541173,515.2653571692827,2.5614971387272427,,0.0,2.9132690471264436e-16,,
control-bimodal,1,16,12,std,-1,0.686390538048147,493.40136494294467,0.0,7.3222166664228855e-06,,,,
control-bimodal,1,16,12,acc,-1,0.6863905380831306,514.944313638782,1.8279500022275077,,0.0,2.913270262798269e-16,,
control-bimodal,1,16,13,std,-1,0.6863905380481534,493.4013612071206,0.0,5.84113497890577e-06,,,,
control-bimodal,1,16,13,acc,-1,0.6863905380496393,510.79138411734,1.8665775480853546,,0.0,2.9132688313542077e-16,,
control-bimodal,1,16,14,std,-1,0.6863905380481472,493.4013661589691,0.0,5.899209196900837e-06,,,,
control-bimodal,1,16,14,acc,-1,0.6863905380488722,510.48273355183875,1.5585614895018627,,0.0,2.91327185929078e-16,,
control-bimodal,1,16,15,std,-1,0.6863905380481512,493.40136171838196,0.0,6.264528374323813e-06,,,,
control-bimodal,1,16,15,acc,-1,0.6863905380516868,511.87957336127096,1.7569337505390559,,0.0,2.913440854687813e-16,,
control-bimodal,1,16,16,std,-1,0.6863905380481476,493.4013635430937,0.0,6.552540581190892e-06,,,,
control-bimodal,1,16,16,acc,-1,0.6863905380543782,512.2943168604716,1.9541524458737587,,0.0,2.913296478010621e-16,,
control-bimodal,1,16,17,std,-1,0.6971271713443106,494.5394054218524,0.0,5.8089211971212605e-06,,,,
control-bimodal,1,16,17,acc,-1,0.6971271713443552,511.3833131271067,3.507679247936368,,0.0,2.0295575652176105e-16,,
control-bimodal,1,16,18,std,-1,0.6863905380481472,493.4013638665774,0.0,6.965002365231196e-06,,,,
control-bimodal,1,16,18,acc,-1,0.6863905380539645,513.7074649481498,1.7532517704977144,,0.0,2.9132710455892624e-16,,
control-bimodal,1,16,19,std,-1,0.686390538048147,493.4013670949869,0.0,6.925344407879223e-06,,,,
control-bimodal,1,16,19,acc,-1,0.6863905380515307,513.799240679189,1.7327718881950958,,0.0,2.9132694432835263e-16,,
control-bimodal,1,16,20,std,-1,0.6863905380481847,493.40135664413725,0.0,7.23453584801245e-06,,,,
control-bimodal,1,16,20,acc,-1,0.6863905380492226,514.2215777748714,1.7800686754712056,,0.0,2.9132684067658896e-16,,
control-bimodal,1,16,21,std,-1,0.6863905380481474,493.4013628972325,0.0,6.035206229519815e-06,,,,
control-bimodal,1,16,21,acc,-1,0.6863905380504616,511.06877799531503,1.465644316346545,,0.0,2.9132723607104917e-16,,
control-bimodal,1,16,22,std,-1,0.6863905380481476,493.4013636057682,0.0,7.02428931545569e-06,,,,
control-bimodal,1,16,22,acc,-1,0.6863905381564281,513.3819320691458,1.761832469170423,,0.0,2.913275232160437e-16,,
control-bimodal,1,16,23,std,-1,0.6863905380481718,493.40135933195177,0.0,6.2522873295717645e-06,,,,
control-bimodal,1,16,23,acc,-1,0.6863905380609918,511.68100555530503,1.6854443145094733,,0.0,2.913280765303347e-16,,
control-bimodal,1,16,24,std,-1,0.6863905380481878,493.4013567656652,0.0,7.115375126669127e-06,,,,
control-bimodal,1,16,24,acc,-1,0.6863905380568867,513.8309156668108,1.6478992627689042,,0.0,2.9132687417779e-16,,
control-bimodal,1,16,25,std,-1,0.6863905380481468,493.4013629217961,0.0,7.498658968488672e-06,,,,
control-bimodal,1,16,25,acc,-1,0.6863905380488682,514.5475412595556,1.8610204226870757,,0.0,2.9132754907460965e-16,,
control-bimodal,1,16,26,std,-1,0.6863905380481485,493.40136353321566,0.0,6.727238276373422e-06,,,,
control-bimodal,1,16,26,acc,-1,0.6863905382950457,512.5896519677426,2.015921634902606,,0.0,2.913270885967702e-16,,
control-bimodal,1,16,27,std,-1,0.686390538048147,493.40136579646276,0.0,6.22859010549488e-06,,,,
control-bimodal,1,16,27,acc,-1,0.6863905380577144,511.31110477868276,1.7032668400806779,,0.0,2.9145825974058085e-16,,
control-bimodal,1,16,28,std,-1,0.6863905380481465,493.4013631556763,0.0,5.875464741370897e-06,,,,
control-bimodal,1,16,28,acc,-1,0.6863905382499955,510.909645213773,2.169764188826659,,0.0,2.913268690447137e-16,,
control-bimodal,1,16,29,std,-1,0.6863905380481472,493.40136313084275,0.0,7.763538792507781e-06,,,,
control-bimodal,1,16,29,acc,-1,0.6863905380496427,515.7939148711848,2.0435922878475417,,0.0,2.9132683372046596e-16,,
control-bimodal,1,16,30,std,-1,0.6863905380481685,493.401356797374,0.0,7.3363038733660185e-06,,,,
control-bimodal,1,16,30,acc,-1,0.6863905381389623,514.4811996863849,1.8439014624920023,,0.0,2.913293454971848e-16,,
control-bimodal,1,16,31,std,-1,0.6971271713443092,494.53940550465563,0.0,5.6585541701365425e-06,,,,
control-bimodal,1,16,31,acc,-1,0.6971271713443112,510.9075856786991,2.9281640360276464,,0.0,2.0282655071173848e-16,,
